DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
0469813-DCA,Business,2025-03-31,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,,NEW YORK,NY,10021,2128799451,Manhattan,1
1310681-DCA,Business,2025-03-31,SBC PARKING LLC,,50,E 89TH ST,,NEW YORK,NY,10128,2128318816,Manhattan,1
2037952-DCA,Business,2025-03-31,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
1390617-DCA,Business,2025-03-31,PARK KWIK LLC,,770,11TH AVE,,NEW YORK,NY,10019,7182222500,Manhattan,1
1461242-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",IMPARK,168-36,90TH AVE,,JAMAICA,NY,11432,2129378660,Queens,4
0367318-DCA,Business,2025-03-31,"ALMAR GARAGE, INC.",,700,PARK AVE,,NEW YORK,NY,10021,2127444750,Manhattan,1
0835271-DCA,Business,2025-03-31,NEW YORK PARKING 54TH ST. CORP.,,527,MADISON AVE,,NEW YORK,NY,10022,2123085959,Manhattan,1
2089152-DCA,Business,2025-03-31,LIAM GARAGE LLC,,77,W 15TH ST,,NEW YORK,NY,10011,646-964-4323,Manhattan,1
2047157-DCA,Business,2025-03-31,301 EAST 79 PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2128887400,Manhattan,1
1228853-DCA,Business,2025-03-31,"GREENE HOUSE CAR PARK, LLC",GGMC,381,CARLTON AVE,,BROOKLYN,NY,11238,2129966363,Brooklyn,3
2040594-DCA,Business,2025-03-31,CHAMPION PARKING NORTH LLC,,2917,QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,212-308-5959,Queens,4
2104075-DCA,Business,2025-03-31,PARK LANE GARAGE MGMT LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,212-289-7200,Queens,4
2097371-DCA,Business,2025-03-31,301 EAST 40TH STREET PARKING CORP.,,301,E 40TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1
2115141-DCA,Business,2025-03-31,MP WEST 90 PARKING LLC,,101,W 90TH ST,,NEW YORK,NY,10024,,Manhattan,1
2071856-DCA,Business,2025-03-31,BRUCKNER PARKING LLC,,25,BRUCKNER BLVD,,BRONX,NY,10454,212-929-9404,Bronx,2
1099297-DCA,Business,2025-03-31,205 THIRD PARKING LLC,,205,3RD AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1
2074574-DCA,Business,2025-03-31,FOR THE COMMUNITY PARKING GARAGE INC.,,1900,JEROME AVE,,BRONX,NY,10453,3473645413,Bronx,2
1085597-DCA,Business,2025-03-31,86 ST. PARKING GARAGE CORP.,,8610,ROOSEVELT AVE,,JACKSON HTS,NY,11372,7186514273,Queens,4
1124818-DCA,Business,2025-03-31,ROYAL 89 PARKING LLC,,200,E 89TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
2051520-DCA,Business,2025-03-31,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,718-470-7202,Queens,4
1313397-DCA,Business,2025-03-31,PARK KWIK LLC,,20,JAY ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3
2068554-DCA,Business,2025-03-31,HERALD SQUARE PARKING LLC,,839,6TH AVE,,NEW YORK,NY,10001,2126869800,Manhattan,1
2102761-DCA,Business,2025-03-31,CHAMPION PARKING 45 LLC,,235,E 45TH ST,,NEW YORK,NY,10017,2123085959,Manhattan,1
1402662-DCA,Business,2025-03-31,330 THIRD PARKING CORP.,,330,3RD AVE,,NEW YORK,NY,10010,2127367171,Manhattan,1
0782517-DCA,Business,2025-03-31,EXCELLENT PARKING LLC,,153,E 29TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1423872-DCA,Business,2025-03-31,PARK KWIK LLC,,85,ADAMS ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3
2104942-DCA,Business,2025-03-31,MP WEST 43 PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036,2124903460,Manhattan,1
1308680-DCA,Business,2025-03-31,305 EAST 80TH PARKING LLC,,305,E 80TH ST,,NEW YORK,NY,10075,2126283121,Manhattan,1
2105876-DCA,Business,2025-03-31,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
2057793-DCA,Business,2025-03-31,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1
1192245-DCA,Business,2025-03-31,231 EAST 94TH STREET PARKING LLC,,231,E 94TH ST,,NEW YORK,NY,10128,2128887400,Manhattan,1
2016679-DCA,Business,2025-03-31,QUIK PARK EAST 79 GARAGE LLC,,435,E 79TH ST,,NEW YORK,NY,10075,212-832-2066,Manhattan,1
2105934-DCA,Business,2025-03-31,157E57 CORP,,155,E 57TH ST,,NEW YORK,NY,10022,7189049500,Manhattan,1
0367503-DCA,Business,2025-03-31,RAINBOW PARKING CORP.,,300,E 71ST ST,,NEW YORK,NY,10021,212-308-5959,Manhattan,1
2054332-DCA,Business,2025-03-31,"LIBERTY VIEW PARKING, LLC",,2,RIVER TER,,NEW YORK,NY,10282,212-686-9800,Manhattan,1
2099931-DCA,Business,2025-03-31,CHAMPION 33 LLC,,4,PARK AVE,,NEW YORK,NY,10016,212-308-5959,Manhattan,1
1066286-DCA,Business,2025-03-31,"SANFORD TOWER GARAGE, INC.",,13347,SANFORD AVE,,FLUSHING,NY,11355,7183598058,Queens,4
1305460-DCA,Business,2025-03-31,THEATER 50 PARKING LLC,,305,W 50TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1464646-DCA,Business,2025-03-31,DISCOVER 97 PARKING LLC,,750,COLUMBUS AVE,,NEW YORK,NY,10025,2126869800,Manhattan,1
2113448-DCA,Business,2025-03-31,CHAMPION PARKING 52 LLC,,349,W 51ST ST,,NEW YORK,NY,10019,212-308-5959,Manhattan,1
2092477-DCA,Business,2025-03-31,221 EAST 36TH STREET GARAGE LLC,,221,E 36TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1
1328217-DCA,Business,2025-03-31,WILLBE PARKING LLC,,318,E 15TH ST,,NEW YORK,NY,10003,2122604305,Manhattan,1
2024014-DCA,Business,2025-03-31,62 MULBERRY PARKING CORP,,62,MULBERRY ST,,NEW YORK,NY,10013,212-736-7171,Manhattan,1
1338636-DCA,Business,2025-03-31,HARL PARKING CORP.,,1481,5TH AVE,,NEW YORK,NY,10035,2129299404,Manhattan,1
2097128-DCA,Business,2025-03-31,146-154 THIRD AVENUE PARKING CORP,,146,3RD AVE,,NEW YORK,NY,10003,2127367171,Manhattan,1
1377213-DCA,Business,2025-03-31,5TH AVENUE PROPERTY & PARKING LLC,,1325,5TH AVE,,NEW YORK,NY,10026,2124211117,Manhattan,1
2101786-DCA,Business,2025-03-31,157 WEST 83RD PARKING MANAGEMENT CORP.,,157,W 83RD ST,,NEW YORK,NY,10024,2127367171,Manhattan,1
2099667-DCA,Business,2025-03-31,333 EAST 46TH PARKING CORP,,333,E 46TH ST,,NEW YORK,NY,10017,2127367171,Manhattan,1
2021453-DCA,Business,2025-03-31,GGG PARKING GARAGE CORP.,,920,WESTCHESTER AVE,,BRONX,NY,10459,9175573711,Bronx,2
2097372-DCA,Business,2025-03-31,115 EAST 87TH STREET PARKING CORP.,,115,E 87TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1
0901637-DCA,Business,2025-03-31,WOOSTER PARKING CORP.,,349,CANAL ST,,NEW YORK,NY,10013,212-929-9404,Manhattan,1
2083503-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,1633,BROADWAY,,NEW YORK,NY,10019,9145255897,Manhattan,1
2105918-DCA,Business,2025-03-31,215 E 95TH PARKING LLC,,201,E 95TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
2097061-DCA,Business,2025-03-31,101 PARK GARAGE LLC,,101,PARK AVE,,NEW YORK,NY,10178,6465840409,Manhattan,1
2042301-DCA,Business,2025-03-31,210 CENTRAL PARK SOUTH PARKING CORP.,,210,CENTRAL PARK S,,NEW YORK,NY,10019,2127367171,Manhattan,1
2020001-DCA,Business,2025-03-31,44 ELIZABETH STREET PARKING CORP,,44,ELIZABETH ST,,NEW YORK,NY,10013,,Manhattan,1
2089530-DCA,Business,2025-03-31,30-40-60 GARAGE LLC,,30,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1
2034503-DCA,Business,2025-03-31,165 STREET PARKING INC,,8835,165TH ST,,JAMAICA,NY,11432,646 599-4839,Queens,4
0992413-DCA,Business,2025-03-31,CASTLE PARKING CORP.,,2846,WEBSTER AVE,,BRONX,NY,10458,7189334751,Bronx,2
1461276-DCA,Business,2025-03-31,QUIK PARK EAST 102ND STREET GARAGE LLC,,315,E 102ND ST,,NEW YORK,NY,10029,2128322066,Manhattan,1
2110465-DCA,Business,2025-03-31,200 CENTRAL PARK SOUTH GARAGE LLC,,922,7TH AVE,,NEW YORK,NY,10019,6465840409,Manhattan,1
2114886-DCA,Business,2025-03-31,PRIMA PARKING LLC,,330,E 61ST ST,,NEW YORK,NY,10065,7326084260,Manhattan,1
2101595-DCA,Business,2025-03-31,NYC ARENA PARKING LLC,,670,PACIFIC ST,,BROOKLYN,NY,11217,9175668422,Brooklyn,3
2028694-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,9,W 57TH ST,,NEW YORK,NY,10019,8605227641,Manhattan,1
2102147-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,142,W 21ST ST,,NEW YORK,NY,10011,3472733569,Manhattan,1
2109719-DCA,Business,2025-03-31,CHAMPION SCR LLC,,169,E 87TH ST,,NEW YORK,NY,10128,2123085959,Manhattan,1
2111090-DCA,Business,2025-03-31,MBA III PARKING CORP,,2703,42ND RD,,LONG ISLAND CITY,NY,11101,718-864-2992,Queens,4
1461597-DCA,Business,2025-03-31,QUIK PARK MIA GARAGE LLC,,38,BOWERY,,NEW YORK,NY,10013,2123492299,Manhattan,1
2067143-DCA,Business,2025-03-31,WELCOME PARKING LLC,,131,E 55TH ST,,NEW YORK,NY,10022,646-476-2959,Manhattan,1
0838371-DCA,Business,2025-03-31,CONVENIENT PARKING LLC,,215,W 95TH ST,,NEW YORK,NY,10025,2126869800,Manhattan,1
2114864-DCA,Business,2025-03-31,"PREMIUM PARKING OF NY NJ, L.L.C.",,98,FRONT ST,,BROOKLYN,NY,11201,6462488530,Brooklyn,3
2104502-DCA,Business,2025-03-31,MP JACKSON AVENUE PARKING LLC,,2244,JACKSON AVE,,LONG ISLAND CITY,NY,11101,2124903460,Queens,4
1013974-DCA,Business,2025-03-31,SOUTH WILLIAM PARKING LLC,,16,S WILLIAM ST,,NEW YORK,NY,10004,2126869800,Manhattan,1
2059578-DCA,Business,2025-03-31,375 HUD PARKING LLC,,375,HUDSON ST,,NEW YORK,NY,10014,2126869800,Manhattan,1
1221665-DCA,Business,2025-03-31,"SWEETS PARKING I, INC.",,437,MADISON AVE,,NEW YORK,NY,10022,2127533100,Manhattan,1
2103471-DCA,Business,2025-03-31,VICTORIA PARKING LLC,,13338,SANFORD AVE,,FLUSHING,NY,11355,,Queens,4
1250358-DCA,Business,2025-03-31,"EDISON NY PARKING, LLC",,1120,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2129979096,Manhattan,1
2112158-DCA,Business,2025-03-31,H & E PARKING GARAGE CORP,,1962,CROTONA PKWY,,BRONX,NY,10460,7186178548,Bronx,2
2058614-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMpark,200,W 79TH ST,,NEW YORK,NY,10024,2129378660 X225,Manhattan,1
2112213-DCA,Business,2025-03-31,125 VERTICAL PARKING GROUP  LLC,,123,BAXTER ST,,NEW YORK,NY,10013,5162051689,Manhattan,1
2102185-DCA,Business,2025-03-31,"EDISON NY PARKING, LLC",,409,E 110TH ST,,NEW YORK,NY,10029,2126315995,Manhattan,1
2107482-DCA,Business,2025-03-31,786 PARKING 1 CORP,,785,DEKALB AVE,,BROOKLYN,NY,11221,7186180276,Brooklyn,3
2046303-DCA,Business,2025-03-31,BROOKLYN METRO PARKING LLC,,100,WILLOUGHBY ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3
1461192-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,E 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan,1
2075368-DCA,Business,2025-03-31,ENTERPRISE 57 PARKING LLC,,606,W 57TH ST,,NEW YORK,NY,10019,2125643199,Manhattan,1
1001573-DCA,Business,2025-03-31,245 EAST 40TH ST. PARKING LLC,,747,2ND AVE,,NEW YORK,NY,10017,2126869800,Manhattan,1
2050361-DCA,Business,2025-03-31,403 EAST 60TH STREET PARKING LLC,,403,E 60TH ST,,NEW YORK,NY,10022,,Manhattan,1
2029596-DCA,Business,2025-03-31,BPG 149TH M LLC,,225,E 149TH ST,,BRONX,NY,10451,551-259-7349,Bronx,2
2108226-DCA,Business,2025-03-31,EMPIRE II PARKING GARAGE INC,,800,SAINT ANNS AVE,,BRONX,NY,10456,3472207660,Bronx,2
2047939-DCA,Business,2025-03-31,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354,,Queens,4
2054343-DCA,Business,2025-03-31,BELLTEL 365 PARKING LLC,,365,BRIDGE ST,,BROOKLYN,NY,11201,82-1130031,Brooklyn,3
2046173-DCA,Business,2025-03-31,250 W. 50TH PARKING LLC,,250,W 50TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
2099149-DCA,Business,2025-03-31,BROOK PARK PARKING CORP,,600,BERGEN AVE,,BRONX,NY,10455,9174705093,Bronx,2
2103389-DCA,Business,2025-03-31,"ONE PARKING 703, INC.",,20990,23RD AVE,,BAYSIDE,NY,11360,5618337222,Queens,4
1159592-DCA,Business,2025-03-31,PATRIOT PARKING LLC,,308,GREENWICH ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
2033061-DCA,Business,2025-03-31,SP PLUS CORPORATION,,200,PARK AVE,,NEW YORK,NY,10166,2125025490,Manhattan,1
1245036-DCA,Business,2025-03-31,WELCOME PARKING LIMITED LIABILITY COMPANY,,601,AMBOY ST,,BROOKLYN,NY,11212,2016807129,Brooklyn,3
2058395-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,504,MYRTLE AVE,,BROOKLYN,NY,11205,8605227641,Brooklyn,3
2113683-DCA,Business,2025-03-31,58TH & 7TH PARKING LLC,,157,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1246823-DCA,Business,2025-03-31,310 LEX PARKING MGMT LLC,,310,LEXINGTON AVE,,NEW YORK,NY,10016,2126812044,Manhattan,1
1199393-DCA,Business,2025-03-31,SOHO VILLAGE PARKING LLC,,610,BROADWAY,,NEW YORK,NY,10012,212-686-9800,Manhattan,1
1159595-DCA,Business,2025-03-31,PATRIOT PARKING LLC,,351,GREENWICH ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
2106763-DCA,Business,2025-03-31,MP  EAST 95 PARKING LLC,,182,E 95TH ST,,NEW YORK,NY,10128,2124903460,Manhattan,1
2096978-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,1630,E 15TH ST,,BROOKLYN,NY,11229,3472733569,Brooklyn,3
2045993-DCA,Business,2025-03-31,MKN PARKING CORP,,1355,CROMWELL AVE,,BRONX,NY,10452,6466516335,Bronx,2
2059556-DCA,Business,2025-03-31,IMPERIAL PARKING (US) LLC,,222,W 14TH ST,,NEW YORK,NY,10011,3472733569,Manhattan,1
2054403-DCA,Business,2025-03-31,ATRIUM PARK LLC,,155,W 36TH ST,,NEW YORK,NY,10018,212-686-9800,Manhattan,1
1130760-DCA,Business,2025-03-31,JDS PARKING LLC,,561,10TH AVE,,NEW YORK,NY,10036,2126869800,Manhattan,1
1445860-DCA,Business,2025-03-31,"EDISON NY PARKING, LLC",,270,DYCKMAN ST,,NEW YORK,NY,10034,3477285044,Manhattan,1
2103217-DCA,Business,2025-03-31,LEONARD STREET PARKING LP,EDISON PARK FAST,88,LEONARD ST,,NEW YORK,NY,10013,973-849-2879,Manhattan,1
2114808-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,55,W 125TH ST,,NEW YORK,NY,10027,3472733569,Manhattan,1
1187112-DCA,Business,2025-03-31,59 AND 5TH PARKING LLC,,767,5TH AVE,,NEW YORK,NY,10153,2126869800,Manhattan,1
0368502-DCA,Business,2025-03-31,GLOBAL PARKING LLC,,143,W 40TH ST,,NEW YORK,NY,10018,2126869800,Manhattan,1
2106349-DCA,Business,2025-03-31,SAFE PARKING NYC INC,,424,E 147TH ST,,BRONX,NY,10455,9175290966,Bronx,2
1432040-DCA,Business,2025-03-31,1908 PARK AVENUE STORAGE LLC,1908 PARKING COMPANY,1908,PARK AVE,,NEW YORK,NY,10035,212-427-4004,Manhattan,1
2108228-DCA,Business,2025-03-31,EMPIRE II PARKING GARAGE INC,,780,SAINT ANNS AVE,,BRONX,NY,10456,3472207660,Bronx,2
1382731-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,56-80,GREENWICH ST,,NEW YORK,NY,10006,8605227641,Manhattan,1
1186721-DCA,Business,2025-03-31,NICE PARK LLC,,310,E 11TH ST,,NEW YORK,NY,10003,2129299404,Manhattan,1
0887551-DCA,Business,2025-03-31,"J & B PARKING GARAGE, INC.",,2123,AMSTERDAM AVE,,NEW YORK,NY,10032,2125433328,Manhattan,1
1328126-DCA,Business,2025-03-31,M&N GROUP PARKING INC,,3158-60,JEROME AVE,,BRONX,NY,10468,917-470-5093,Bronx,2
2097368-DCA,Business,2025-03-31,MP WEST 34 JAV LLC,,651,W 33RD ST,,NEW YORK,NY,10001,212-490-3460,Manhattan,1
2093271-DCA,Business,2025-03-31,MP HEIGHTS PARKING LLC,,107,COLUMBIA HTS,,BROOKLYN,NY,11201,2124903460,Brooklyn,3
1234298-DCA,Business,2025-03-31,METROPOLITAN 51 PARKING LLC,,569-573,LEXINGTON AVE,,NEW YORK,NY,10022,2123088474,Manhattan,1
2038951-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,13620,38TH AVE,,FLUSHING,NY,11354,8605227641,Queens,4
1002786-DCA,Business,2025-03-31,111 EIGHTH AVENUE PARKING LLC,,111,8TH AVE,,NEW YORK,NY,10011,2126869800,Manhattan,1
1251102-DCA,Business,2025-03-31,JENUWEN CAR PARK INC.,,580,FLATBUSH AVE,,BROOKLYN,NY,11225,2122216111,Brooklyn,3
0369956-DCA,Business,2025-03-31,STATE-PEARL GARAGE INC.,,1,BATTERY PARK PLZ,,NEW YORK,NY,10004,2124072516,Manhattan,1
2030398-DCA,Business,2025-03-31,"YORKVILLE CAR PARK, LLC",,1635,3RD AVE,,NEW YORK,NY,10128,2129966363 X214,Manhattan,1
1105864-DCA,Business,2025-03-31,EAST 79TH STREET PARKING LLC,,505,E 79TH ST,,NEW YORK,NY,10075,2124903460,Manhattan,1
2100283-DCA,Business,2025-03-31,MV GARAGE MANAGEMENT INC,,2239,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,NY,10027,6466602036,Manhattan,1
2103726-DCA,Business,2025-03-31,MP ASHLAND PARKING LLC,,152,ASHLAND PLACE,,BROOKLYN,NY,11201,212-490-3460,Brooklyn,3
2108227-DCA,Business,2025-03-31,EMPIRE I PARKING GARAGE INC,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx,2
0429658-DCA,Business,2025-03-31,REGAL PARKING LLC,,250,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1
2112423-DCA,Business,2025-03-31,LM DIME PARKING LLC,,277,S 5TH ST,,BROOKLYN,NY,11211,21227143571,Brooklyn,3
2080640-DCA,Business,2025-03-31,E 74TH PARKING CORP.,,343,E 74TH ST,,NEW YORK,NY,10021,8009441424,Manhattan,1
1006124-DCA,Business,2025-03-31,"EDISON NY PARKING, LLC",,161,10TH AVE,,NEW YORK,NY,10011,973-643-7700,Manhattan,1
1258315-DCA,Business,2025-03-31,MP HUB PARKING LLC,,3000,3RD AVE,,BRONX,NY,10455,2124903460,Bronx,2
1299171-DCA,Business,2025-03-31,FULL HOUSE PARKING LLC,,13511,40TH RD,,FLUSHING,NY,11354,3477320219,Queens,4
2051058-DCA,Business,2025-03-31,CL PARKING LLC,,4809,CENTER BLVD,,LONG ISLAND CITY,NY,11109,212-686-9800,Queens,4
2102186-DCA,Business,2025-03-31,EDISON NY PARKING LLC,EDISON PARKFAST,182,SCHERMERHORN ST,,BROOKLYN,NY,11201,973-849-2879,Brooklyn,3
1245038-DCA,Business,2025-03-31,WELCOME PARKING LIMITED LIABILITY COMPANY,,8806,VAN WYCK EXPY,,JAMAICA,NY,11418,2016807129,Queens,4
2035633-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,300,SCHERMERHORN ST,,BROOKLYN,NY,11217,8605227641,Brooklyn,3
1465356-DCA,Business,2025-03-31,ORMOND PLACE PARKING CORP.,,12,CLAVER PL,,BROOKLYN,NY,11238,7188570822,Brooklyn,3
2012211-DCA,Business,2025-03-31,DIVINE PARKING GARAGE CORP,,3775,10TH AVE,,NEW YORK,NY,10034,2125442833,Manhattan,1
2090971-DCA,Business,2025-03-31,III IN LOT PARKING INC,,4388,BROADWAY,,NEW YORK,NY,10040,646-964-4640,Manhattan,1
1474717-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,101,BEDFORD AVE,,BROOKLYN,NY,11211,2129378660,Brooklyn,3
2094608-DCA,Business,2025-03-31,422 EAST 72ND STREET GARAGE LLC,,422,E 72ND ST,,NEW YORK,NY,10021,6465840409,Manhattan,1
2082016-DCA,Business,2025-03-31,EZY PARKING INC.,,1981,SEDGWICK AVE,,BRONX,NY,10453,7182944264,Bronx,2
2113155-DCA,Business,2025-03-31,2211 3RD AVE PARKING LLC,,210,E 121ST ST,,NEW YORK,NY,10035,347-866-3357,Manhattan,1
2082019-DCA,Business,2025-03-31,EZY PARKING INC.,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx,2
2006294-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,175,KENT AVE,,BROOKLYN,NY,11249,8605227641,Brooklyn,3
1470158-DCA,Business,2025-03-31,RYER PARKING LLC,,2346,RYER AVE,,BRONX,NY,10458,6463771900,Bronx,2
2107034-DCA,Business,2025-03-31,MP STEINWAY PARKING LLC,,3620,STEINWAY ST,,LONG ISLAND CITY,NY,11101,2124903460,Queens,4
2077757-DCA,Business,2025-03-31,ROGAR LLC,,280,BROADWAY,,NEW YORK,NY,10007,2129299404,Manhattan,1
1461260-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMPARK,41,SEAVER WAY,,CORONA,NY,11368,2129378660,Queens,4
2086742-DCA,Business,2025-03-31,WEST FARMS PARKING LLC,,1512,BOONE AVE,,BRONX,NY,10460,,Bronx,2
2092451-DCA,Business,2025-03-31,OTTO PARK LLC,,211,MCGUINNESS BLVD,,BROOKLYN,NY,11222,2125755335,Brooklyn,3
0921085-DCA,Business,2025-03-31,"ABC PARKING, CORP.",,2070,WHITE PLAINS RD,,BRONX,NY,10462,7188025611,Bronx,2
2021442-DCA,Business,2025-03-31,G & K PARKING GARAGE INC.,,1208,FRANKLIN AVE,,BRONX,NY,10456,718-235-4975,Bronx,2
1467740-DCA,Business,2025-03-31,RAMCELL PARKING CORPORATION,,1484,JEROME AVE,,BRONX,NY,10452,646-764-0185,Bronx,2
2110236-DCA,Business,2025-03-31,22 EAST 1ST STREET GARAGE LLC,,22,E 1ST ST,,NEW YORK,NY,10003,6465840409,Manhattan,1
2113161-DCA,Business,2025-03-31,C & C PARKING LOT CORP,,3560,WEBSTER AVE,,BRONX,NY,10467,3478663357,Bronx,2
1461731-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,12601,ROOSEVELT AVE,,FLUSHING,NY,11368,2129378660,Queens,4
1452642-DCA,Business,2025-03-31,304 WEST 49TH PARKING CORP.,,304,W 49TH ST,,NEW YORK,NY,10019,2122475607,Manhattan,1
2113162-DCA,Business,2025-03-31,310 EAST PARKING CORP,,310,E 70TH ST,,NEW YORK,NY,10021,9176643792,Manhattan,1
1460642-DCA,Business,2025-03-31,ENTERPRISE 37 EAST PARKING LLC,,415,E 37TH ST,,NEW YORK,NY,10016,212-679-8414,Manhattan,1
2082904-DCA,Business,2025-03-31,ADD PARK INC,,3000,PARK AVE,,BRONX,NY,10451,9174705093,Bronx,2
0975588-DCA,Business,2025-03-31,"ZOOM CAR PARK, INC.",,3130,GRAND CONCOURSE,,BRONX,NY,10458,2122216111,Bronx,2
1460710-DCA,Business,2025-03-31,"WORLD TOWER PARKING GARAGE, LLC",,310,W 144TH ST,,NEW YORK,NY,10030,2125643199,Manhattan,1
1461225-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,90-15,PARSONS BLVD,,JAMAICA,NY,11432,2129378660,Queens,4
2106554-DCA,Business,2025-03-31,A & A PARKING CORP,,525,CLINTON AVE,,BROOKLYN,NY,11238,9176012146,Brooklyn,3
2091122-DCA,Business,2025-03-31,1578 WILLIAMSBRIDGE ROAD LLC,,1578,WILLIAMSBRIDGE RD,,BRONX,NY,10461,7188639709,Bronx,2
2108852-DCA,Business,2025-03-31,HAVEN PARK LLC,,2568,PARK AVE,,BRONX,NY,10451,9148743268,Bronx,2
2051515-DCA,Business,2025-03-31,ADD PARK INC,,3213,3RD AVE,,BRONX,NY,10451,9174705093,Bronx,2
2066878-DCA,Business,2025-03-31,"UNISPHERE MANAGEMENT, LLC",,13618,41ST AVE,,FLUSHING,NY,11355,7188882367,Queens,4
2113675-DCA,Business,2025-03-31,SP PLUS CORPORATION,,39,E 29TH ST,,NEW YORK,NY,10016,2123217542,Manhattan,1
1218382-DCA,Business,2025-03-31,444 MANHATTAN PARKING CORP.,,444,MANHATTAN AVE,,NEW YORK,NY,10026,,Manhattan,1
1469508-DCA,Business,2025-03-31,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,Manhattan,1
2107971-DCA,Business,2025-03-31,SOBRO PARKING GARAGE CORP.,,276,GRAND CONCOURSE,,BRONX,NY,10451,7185573711,Bronx,2
2034103-DCA,Business,2025-03-31,TYOS LLC,,1131,OGDEN AVE,,BRONX,NY,10452,2126652160,Bronx,2
2110234-DCA,Business,2025-03-31,11 EAST 1ST STREET GARAGE LLC,,11,E 1ST ST,,NEW YORK,NY,10003,6465840409,Manhattan,1
1384437-DCA,Business,2025-03-31,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2
0427868-DCA,Business,2025-03-31,249 PARKING CORP.,,249,10TH AVE,,NEW YORK,NY,10001,2126457548,Manhattan,1
1256221-DCA,Business,2025-03-31,53RD STERLING PARKING LLC,,304,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan,1
2113661-DCA,Business,2025-03-31,22ND AND SIXTH PARKING LLC,,60,W 23RD ST,AKA 56-76 WEST 23RD STREET,NEW YORK,NY,10010,212-686-9800,Manhattan,1
