DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
2081581-DCA,Business,03/31/2025,MP BETH PARKING LLC,,400,E 84TH ST,,NEW YORK,NY,10028,2124903476,Manhattan,1
2082941-DCA,Business,09/03/2023,507 WEST 28TH STREET PARKING CORP.,,507,W 28TH ST,,NEW YORK,NY,10001,2127367171,Manhattan,1
2102333-DCA,Business,01/21/2022,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,277,S 5TH ST,,BROOKLYN,NY,11211,7184072575,Brooklyn,3
2114113-DCA,Business,03/31/2025,209 S PORTLAND CORP,GACHAS PARKING,209,S PORTLAND AVE,,BROOKLYN,NY,11217,,Brooklyn,3
2026148-DCA,Business,03/31/2025,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021,2124220423,Manhattan,1
2103419-DCA,Business,04/25/2022,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,25,COLUMBIA HEIGHTS,,BROOKLYN,NY,11201,7184072575,Brooklyn,3
2110250-DCA,Business,08/28/2023,PARKING SYSTEMS PLUS INC,,2420,AMSTERDAM AVE,,NEW YORK,NY,10033,8009441424,Manhattan,1
2110929-DCA,Business,03/31/2025,100 LENOX RD INC,NEW YORK PARKING GROUP,100,LENOX RD,,BROOKLYN,NY,11226,9176643792,Brooklyn,3
2070176-DCA,Business,03/31/2019,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,1283,YORK AVE,,NEW YORK,NY,10065,7184072575,Manhattan,1
2074961-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY,NJ LLC",251,AVENUE C,,NEW YORK,NY,10009,7184072575,Manhattan,1
2072367-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,279,AVENUE C,,NEW YORK,NY,10009,7184072575,Manhattan,1
2103743-DCA,Business,08/03/2023,MODA CAR PARK LLC,,8914,PARSONS BLVD,,JAMAICA,NY,11432,212-996-6363 EXT.214,Queens,4
2047847-DCA,Business,03/31/2021,BROOK PARK PARKING CORP,,1820,E TREMONT AVE,,BRONX,NY,10460,9174705093,Bronx,2
2094049-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,15902,JAMAICA AVE,,JAMAICA,NY,11432,7184072575,Queens,4
2104925-DCA,Business,03/31/2023,FF PARKING CORP,,785,DEKALB AVE,,BROOKLYN,NY,11221,9176012146,Brooklyn,3
2072503-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY, NJ LLC",525,E 68TH ST,,NEW YORK,NY,10065,7184072575,Manhattan,1
2106138-DCA,Business,07/11/2022,OMS PARKING LLC,,250,SOUTH STREET,,NEW YORK,NY,10002,2126869800,Manhattan,1
2095107-DCA,Business,03/31/2025,VERRAZANO SERVICE INC.,,9111,4TH AVE,,BROOKLYN,NY,11209,718-491-6161,Brooklyn,3
2081271-DCA,Business,09/04/2023,PUBLIC PARKING 50 NORTH 5TH STREET INC,,50,N 5TH ST,,BROOKLYN,NY,11249,7187297276,Brooklyn,3
2103994-DCA,Business,08/28/2023,MP PIER 57 PARKING LLC,,29,11TH AVE,,NEW YORK,NY,10011,212-490-3460,Manhattan,1
2106181-DCA,Business,08/15/2023,CHAMPION PARKING 39 LLC,,102,W 39TH ST,,NEW YORK,NY,10018,212-308-5959,Manhattan,1
2110883-DCA,Business,02/28/2023,SP PLUS CORPORATION,,885,6TH AVE,,NEW YORK,NY,10001,2123217542,Manhattan,1
2107068-DCA,Business,09/07/2023,LM 29 PARK LLC,,221,W 29TH ST,,NEW YORK,NY,10001,2129672848,Manhattan,1
2068346-DCA,Business,02/23/2021,LM 29 PARK LLC,,221,W 29TH ST,,NEW YORK,NY,10001,2129672848,Manhattan,1
0780839-DCA,Business,03/31/2023,PRIMARY PARKING LLC,,721,10TH AVE,,NEW YORK,NY,10019,2126869800,Manhattan,1
1263167-DCA,Business,03/31/2025,FLORAL 26 PARKING LLC,,55,W 25TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
1157614-DCA,Business,03/31/2023,"STATE STREET PARKING, LLC",,71,SMITH ST,,BROOKLYN,NY,11201,973-643-7700,Brooklyn,3
1261900-DCA,Business,03/31/2023,"LEONARD STREET PARKING, LLC",,88,LEONARD ST,,NEW YORK,NY,10013,9736437700,Manhattan,1
1074682-DCA,Business,03/31/2025,80TH ST. PARKING CORP.,,525,E 80TH ST,,NEW YORK,NY,10075,2124903460,Manhattan,1
2106173-DCA,Business,03/31/2025,EASTSIDE 65 PARKING LLC,,200,E 66TH ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
2018161-DCA,Business,03/31/2025,"IN LOT PARKING, INC.",,1963,GRAND CONCOURSE,,BRONX,NY,10453,3477713329,Bronx,2
2048147-DCA,Business,03/31/2025,EZ PARKING GARAGE INC,,1334,LOUIS NINE BLVD,,BRONX,NY,10459,3472207660,Bronx,2
2114455-DCA,Business,07/31/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,13336,37TH AVE,,FLUSHING,NY,11354,7184072575,Queens,4
2064837-DCA,Business,03/31/2025,MP 126 LLC,,163,E 125TH ST,,NEW YORK,NY,10035,2124903460,Manhattan,1
2021443-DCA,Business,03/31/2025,O & A PARKING GARAGE INC.,,1100,FRANKLIN AVE,,BRONX,NY,10456,7184839458,Bronx,2
1111678-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,120,W 21ST ST,,NEW YORK,NY,10011,2126296602,Manhattan,1
2103906-DCA,Business,03/31/2025,3100 MP PARKING CORP,,3100,47TH AVE,,LONG ISLAND CITY,NY,11101,7189441590,Queens,4
2074962-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY,NJ LLC",527,E 14TH ST,,NEW YORK,NY,10009,8605227641,Manhattan,1
2106093-DCA,Business,03/31/2025,MP ENCLAVE PARKING LLC,,177,9TH AVE,,NEW YORK,NY,10011,2124903460,Manhattan,1
2110624-DCA,Business,03/31/2025,MP ALYN GARAGE LLC,,152,E 87TH ST,,NEW YORK,NY,10128,2124903460,Manhattan,1
2111044-DCA,Business,03/31/2025,CLARIDGE HOUSE GARAGE LLC,,201,E 87TH ST,,NEW YORK,NY,10128,646-584-0409,Manhattan,1
2112785-DCA,Business,03/31/2025,9 WEST 100TH STREET GARAGE LLC,,9,W 100TH ST,,NEW YORK,NY,10025,646-584-0409,Manhattan,1
2080791-DCA,Business,09/06/2023,ACB GARAGE LLC,,626,1ST AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1
2108195-DCA,Business,03/31/2025,851 8TH AVENUE PARKING CORP,,851,8TH AVE,,NEW YORK,NY,10019,2127367171,Manhattan,1
1293275-DCA,Business,03/31/2017,CREST CAR PARK LLC,,302,2ND ST,,BROOKLYN,NY,11215,718-499-1235,Brooklyn,3
2114321-DCA,Business,09/03/2023,TARGET PARK (US) INC,,9223,168TH ST,,JAMAICA,NY,11433,2012530953,Queens,4
2114401-DCA,Business,03/31/2025,TARGET PARK (US) INC,,9277,QUEENS BLVD,,REGO PARK,NY,11374,2012530953,Queens,4
1213350-DCA,Business,03/31/2023,"STABLE CAR PARKING, INC.",,9201,4TH AVE,,BROOKLYN,NY,11209,212-979-9815,Brooklyn,3
0808709-DCA,Business,03/31/2013,SUPERB PARKING LLC,,400,E 35TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
2009960-DCA,Business,03/31/2015,189 PKG LLC,,4741,PARK AVE,,BRONX,NY,10458,917-731-2034,Bronx,2
1069843-DCA,Business,03/31/2021,"CHARLES PARKING, LLC",,200,E 27TH ST,,NEW YORK,NY,10016,2126849704,Manhattan,1
1109124-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,2126296602,Queens,4
1026542-DCA,Business,03/31/2019,GEM PARKING CORP.,,260,E 188TH ST,,BRONX,NY,10458,,Bronx,2
1280518-DCA,Business,03/31/2021,QUIK PARK WEST 62ND ST. LLC,,140,W 65TH ST,,NEW YORK,NY,10023,2128322066,Manhattan,1
2040751-DCA,Business,09/18/2019,786 PARKING CORP,,250,E 144TH ST,,BRONX,NY,10451,7186180029,Bronx,2
0818314-DCA,Business,03/31/2019,CUSTOM PARKING LLC,,184,E 64TH ST,,NEW YORK,NY,10065,2126869800,Manhattan,1
1000342-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,225,E 57TH ST,,NEW YORK,NY,10022,9733539250,Manhattan,1
1078653-DCA,Business,03/31/2021,1725 PARKING LLC,,1725,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
2052975-DCA,Business,03/31/2025,M&N Group Parking Inc,,2990,JEROME AVE,,BRONX,NY,10468,9174705093,Bronx,2
2039875-DCA,Business,03/31/2021,A & D 24 Hour Parking Inc,,2160,WEBSTER AVE,,BRONX,NY,10457,,Bronx,2
2020432-DCA,Business,03/31/2021,PARK ARMORYMANAGEMENT LLC,,171,CLERMONT AVE,,BROOKLYN,NY,11205,7182229427,Brooklyn,3
1238844-DCA,Business,03/31/2009,CHAMPION PARKING 224 LLC,,225,W 58TH ST,,NEW YORK,NY,10019,2123085959,Manhattan,1
1186474-DCA,Business,03/31/2007,STANDARD PARKING CORPORATION,,700,PACIFIC ST,,BROOKLYN,NY,11217,7188578512,Brooklyn,3
0956158-DCA,Business,03/31/2007,3795 10TH AVENUE PARKING CORP.,,3795,10TH AVE,,NEW YORK,NY,10034,2125442411,Manhattan,1
0803875-DCA,Business,03/31/2005,MANHATTAN PARKING DAG CORP.,,240,E 47TH ST,,NEW YORK,NY,10017,2127536116,Manhattan,1
1059525-DCA,Business,03/31/2005,202 E. 18TH STREET PARKING LLC,,201,E 17TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
0469495-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,375,PARK AVE,,NEW YORK,NY,10152,2125649199,Manhattan,1
1062790-DCA,Business,03/31/2005,TREE CORP.,,6536,99TH ST,,REGO PARK,NY,11374,7184596110,Queens,4
1000340-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,213,E 43RD ST,,NEW YORK,NY,10017,9733539250,Manhattan,1
0730495-DCA,Business,03/31/2009,GMC - 89TH PARKING CORP.,,50,E 89TH ST,,NEW YORK,NY,10128,2129999999,Manhattan,1
0369339-DCA,Business,03/31/2005,"SPECIALIZED PARKING SYSTEMS, INC.",,7031,108TH ST,,FOREST HILLS,NY,11375,2128894444,Queens,4
1233555-DCA,Business,03/31/2007,HERALD 35 PARKING LLC,,63,W 35TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
1193283-DCA,Business,03/31/2009,STANDARD PARKING CORPORATION,,352,HICKS ST,,BROOKLYN,NY,11201,7187804925,Brooklyn,3
1193759-DCA,Business,12/29/2005,QUIK PARK HUDSON LLC.,QUIK PARK INC.,220,RIVERSIDE BLVD,,NEW YORK,NY,10069,2128322917,Manhattan,1
1029221-DCA,Business,03/31/2005,W. 28TH GARAGE PARKING LLC,,241,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
0367139-DCA,Business,03/31/2007,CENTRAL PARK GARAGE INC.,CHELNIK PARKING,910,5TH AVE,,NEW YORK,NY,10021,2127511080,Manhattan,1
1204503-DCA,Business,03/31/2007,"PCH HOTELS AND RESORTS, INC.",PCH PARKING,55,WATER ST,,NEW YORK,NY,10041,2124719486,Manhattan,1
1077235-DCA,Business,03/31/2007,BRAZ PARKING CORP.,,2702,QUEENS PLZ S,,LONG IS CITY,NY,11101,7184829180,Queens,4
0429833-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,141,W 43RD ST,,NEW YORK,NY,10036,2125649199,Manhattan,1
1109955-DCA,Business,03/31/2005,GODFREY PARKING SYSTEM INC.,,1402,ATLANTIC AVE,,BROOKLYN,NY,11216,7187789188,Brooklyn,3
1098960-DCA,Business,03/31/2007,JEROME AVE. PARKING GARAGE INC.,,1509,JEROME AVE,,BRONX,NY,10452,7184165822,Bronx,2
0367990-DCA,Business,03/31/2007,315 EAST 65TH PARKING LLC,,322,E 66TH ST,,NEW YORK,NY,10065,2125701732,Manhattan,1
0737867-DCA,Business,03/31/2005,EDISON METRO CORPORATION,MOTORGATE PARKING GARAGE,688,MAIN ST,,NEW YORK,NY,10044,2016432088,Manhattan,1
1005064-DCA,Business,03/31/2017,TAINO TOWERS GARAGE CORP.,,221,E 122ND ST,,NEW YORK,NY,10035,2125670234,Manhattan,1
1222764-DCA,Business,03/31/2009,"78 PARKING MANAGEMENT, LLC",,403,E 78TH ST,,NEW YORK,NY,10075,9146867000,Manhattan,1
0972620-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,4818,5TH ST,,LONG ISLND CITY,NY,11101,2124636000,Queens,4
1204131-DCA,Business,07/09/2008,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,800,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,2125025490,Manhattan,1
1181507-DCA,Business,03/31/2021,99 PARK AVENUE CORP.,,99,PARK AVE,,NEW YORK,NY,10016,2128661000,Manhattan,1
2023734-DCA,Business,03/31/2021,JORIAN PARK LLC,,8213,37TH AVE,,JACKSON HEIGHTS,NY,11372,7187794774,Queens,4
1124278-DCA,Business,03/31/2007,149TH BX PARKING LLC,,225,E 149TH ST,,BRONX,NY,10451,2125691800,Bronx,2
2089813-DCA,Business,10/09/2019,XTELL PARKING LLC,,17802,HILLSIDE AVE,,JAMAICA,NY,11432,917-592-4762,Queens,4
1199109-DCA,Business,03/31/2009,"2 SHERMON PARKING, LLC",,2,SHERMAN AVE,,NEW YORK,NY,10040,2125691800,Manhattan,1
0958408-DCA,Business,03/31/2005,"ENTERPRISE ANN PARKING SYSTEM, INC.",,57,ANN ST,,NEW YORK,NY,10038,2127322942,Manhattan,1
1196943-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,8935,162ND ST,,JAMAICA,NY,11432,2125025490,Queens,4
1203618-DCA,Business,01/19/2006,240 RIVERSIDE PARKING LLC,,240,RIVERSIDE BLVD,,NEW YORK,NY,10069,2126869800,Manhattan,1
1199953-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",,301,E 69TH ST,,NEW YORK,NY,10021,2125025490,Manhattan,1
1242634-DCA,Business,03/31/2009,EX PARKING CORP.,,4501,BROADWAY,,NEW YORK,NY,10040,6467969466,Manhattan,1
1127597-DCA,Business,03/31/2005,CLASSIC PARKING CORP,,1001,INTERVALE AVE,,BRONX,NY,10459,7188618818,Bronx,2
0469332-DCA,Business,03/31/2005,"CHELPARK GARAGE, INC.",,425,PARK AVE,,NEW YORK,NY,10022,2127511080,Manhattan,1
0427665-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,154,E 87TH ST,,NEW YORK,NY,10128,2125649199,Manhattan,1
0978147-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,200,E 65TH ST,,NEW YORK,NY,10065,2124636000,Manhattan,1
1110455-DCA,Business,03/31/2007,"PARK AVENUE GARAGE, LLC",,378,PARK AVE,,NEW YORK,NY,10022,2128322066,Manhattan,1
0896883-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,235,W 56TH ST,,NEW YORK,NY,10019,2125649199,Manhattan,1
1295098-DCA,Business,03/08/2009,20 NF PARKING CORP.,,20,N 5TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3
0886059-DCA,Business,03/31/2007,"SOLO PARKING, INC.",,316,W 118TH ST,,NEW YORK,NY,10026,2128644406,Manhattan,1
1135383-DCA,Business,02/18/2004,F&T MANAGEMENT & PARKING CORP,,13331,39TH AVE,,FLUSHING,NY,11354,7188881234,Queens,4
1097603-DCA,Business,03/31/2005,"APCOA/STANDARD PARKING, INC.",,525,E 72ND ST,,NEW YORK,NY,10021,2126509887,Manhattan,1
1026007-DCA,Business,03/31/2003,CARTER HOTEL PARKING GARAGE INC,,250,W 43RD ST,,NEW YORK,NY,10036,2129971550,Manhattan,1
0978141-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,27117,76TH AVE,,NEW HYDE PARK,NY,11040,2124636000,Queens,4
0945555-DCA,Business,03/31/2005,J & S PARKING CORP.,,250,BRADHURST AVE,,NEW YORK,NY,10039,2123685833,Manhattan,1
1097575-DCA,Business,03/31/2005,"SPEED PARKING, INC.",,284,AUDUBON AVE,,NEW YORK,NY,10033,2127815419,Manhattan,1
0694801-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,340,W 31ST ST,,NEW YORK,NY,10001,2125649199,Manhattan,1
0947904-DCA,Business,03/31/2007,QUIK PARK 48TH ST. GARAGE CORP.,,300,E 48TH ST,,NEW YORK,NY,10017,2128322066,Manhattan,1
0896927-DCA,Business,03/31/2009,HOLLYWOOD PARKING CORP.,,234,E 85TH ST,,NEW YORK,NY,10028,2122493344,Manhattan,1
1000345-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,58,W 58TH ST,,NEW YORK,NY,10019,9733539250,Manhattan,1
0369419-DCA,Business,03/31/2001,"300 EAST 74TH STREET CAR PARK, LLC",GGMC,300,E 74TH ST,,NEW YORK,NY,10021,2129966363,Manhattan,1
1275917-DCA,Business,03/31/2009,JEROME 3604 PARKING CORP,,3000,JEROME AVE,,BRONX,NY,10468,7185373101,Bronx,2
0927935-DCA,Business,03/31/2005,ADAM CLAYTON PARKING INC,,122,W 146TH ST,,NEW YORK,NY,10039,2126945228,Manhattan,1
1380145-DCA,Business,10/30/2013,"ELEMENT PARKING MGMT, LLC",,555,W 59TH ST,,NEW YORK,NY,10019,2127957275,Manhattan,1
1141479-DCA,Business,03/31/2007,CLASSIC PARKING CORP,,519,W 161ST ST,,NEW YORK,NY,10032,7182952602,Manhattan,1
0369300-DCA,Business,03/31/2005,206 E 59TH ST GARAGE CORP,SQUARE PARKING,206,E 59TH ST,,NEW YORK,NY,10022,2127980090,Manhattan,1
0903555-DCA,Business,03/31/2005,STABLE PARKING CORP.,,14,KENMARE ST,,NEW YORK,NY,10012,2122265567,Manhattan,1
0900443-DCA,Business,03/31/2005,GRENADEIR PARKING CORP.,,1104,2ND AVE,,NEW YORK,NY,10022,2128322066,Manhattan,1
1097864-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,506,W 181ST ST,,NEW YORK,NY,10033,2125025490,Manhattan,1
1083906-DCA,Business,03/31/2005,THE MCCARTER CORPORATION,,1070,SAINT NICHOLAS AVE,,NEW YORK,NY,10032,2127812220,Manhattan,1
1007932-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,201,E 60TH ST,,NEW YORK,NY,10022,2125935206,Manhattan,1
2032047-DCA,Business,03/31/2021,WILLSHIRE CAR PARK INC.,,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
0369757-DCA,Business,03/31/2007,"KAJO GARAGE, INC.",,210,CENTRAL PARK S,,NEW YORK,NY,10019,2126330606,Manhattan,1
1244235-DCA,Business,07/23/2007,PEAK TIME PARKING INC.,,415,E 157TH ST,,BRONX,NY,10451,7182929302,Bronx,2
1001051-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,212,E 47TH ST,,NEW YORK,NY,10017,9733539250,Manhattan,1
1150266-DCA,Business,03/31/2009,76TH STREET PARKING LLC,,1456,1ST AVE,,NEW YORK,NY,10021,2124728249,Manhattan,1
2080152-DCA,Business,03/31/2019,GR PARKING INC,,4007,73RD ST,,WOODSIDE,NY,11377,3474459514,Queens,4
0469278-DCA,Business,03/31/2005,MANHATTAN PARKING E. 69 ST. CORP.,,219,E 69TH ST,,NEW YORK,NY,10021,2122536116,Manhattan,1
0368908-DCA,Business,03/31/2007,"KISSENA PARKING, INC.",,4370,KISSENA BLVD,,FLUSHING,NY,11355,2129562280,Queens,4
0961035-DCA,Business,03/31/2005,38TH STREET PARKING LLC,,333,E 38TH ST,,NEW YORK,NY,10016,2128189435,Manhattan,1
1213627-DCA,Business,03/31/2007,"152-154 ELIZABETH STREET PARKING, LLC",,14,KENMARE ST,,NEW YORK,NY,10012,2129299404,Manhattan,1
0978148-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,200,RECTOR PL,,NEW YORK,NY,10280,2124636000,Manhattan,1
1201750-DCA,Business,03/31/2007,STANDARD PARKING CORPORATION,,235,E 20TH ST,,NEW YORK,NY,10003,9999999999,Manhattan,1
1082044-DCA,Business,03/31/2009,"ISAAC PARKING, CORP.",J R PARKING,2080,JEROME AVE,,BRONX,NY,10453,7182955100,Bronx,2
0952245-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,527,E 14TH ST,,NEW YORK,NY,10009,2126731840,Manhattan,1
0952246-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,251,AVENUE C,,NEW YORK,NY,10009,2126734840,Manhattan,1
1090824-DCA,Business,03/31/2005,QUIK PARK MANAGEMENT CORP.,QUIK PARK INC.,410,E 54TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1
1007331-DCA,Business,03/31/2005,GG EXPRESS PARKING INC.,,2032,CRESTON AVE,,BRONX,NY,10453,2127533100,Bronx,2
0978415-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",EDISON PARKING MANAGEMENT,56,GREENWICH ST,,NEW YORK,NY,10006,2124636000,Manhattan,1
0953363-DCA,Business,03/31/2005,PIER 40 PARKING LLC,,353,WEST ST,,NEW YORK,NY,10014,2129249690,Manhattan,1
0885995-DCA,Business,03/31/2007,QUIK PARK 61ST ST. GARAGE CORP.,QUIK PARK INC.,510,E 62ND ST,,NEW YORK,NY,10065,2128322066,Manhattan,1
0427684-DCA,Business,03/31/2007,"BEGGS GARAGE, INC.",,515,W 43RD ST,,NEW YORK,NY,10036,2125646954,Manhattan,1
1186508-DCA,Business,03/31/2007,STANDARD PARKING CORPORATION,,135,OCEAN PKWY,,BROOKLYN,NY,11218,7189720349,Brooklyn,3
1192937-DCA,Business,03/31/2017,QUIK PARK EAGLE LLC,,240,E 41ST ST,,NEW YORK,NY,10017,2128322066,Manhattan,1
1182112-DCA,Business,03/31/2007,STANDARD PARKING CORPORATION,,166,E 67TH ST,,NEW YORK,NY,10065,2126280620,Manhattan,1
1233417-DCA,Business,07/19/2009,PARK KWIK LLC,,21,FRONT ST,,BROOKLYN,NY,11201,7183300144,Brooklyn,3
1299836-DCA,Business,12/08/2008,"THE BARRINGTON TRAVEL GROUP, INC.",,3000,PARK AVE,,BRONX,NY,10451,2125416050,Bronx,2
0367886-DCA,Business,03/31/2005,JEREMY PARKING CORP.,,200,E 15TH ST,,NEW YORK,NY,10003,2127778549,Manhattan,1
1125167-DCA,Business,12/12/2002,"WEST 17 STREET PARKING, CORP",,149,W 17TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1
0919689-DCA,Business,03/31/2005,751 C V W CORP.,751 C V W,173,E 156TH ST,,BRONX,NY,10451,2122291044,Bronx,2
1181120-DCA,Business,08/07/2005,WEST 17TH ST. PARKING CORP.,,151,W 17TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1
1141823-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,2,UNITED NATIONS PLZ,,NEW YORK,NY,10017,2126296602,Manhattan,1
1085603-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,175,W 12TH ST,,NEW YORK,NY,10011,2122429569,Manhattan,1
1022700-DCA,Business,03/31/2009,81ST STREET PARKING LLC,,345,E 81ST ST,,NEW YORK,NY,10028,2123979800,Manhattan,1
0929977-DCA,Business,03/31/2005,KINNEY-ON THE HUDSON INC,,9605,QUEENS BLVD,,REGO PARK,NY,11374,2128894444,Queens,4
0739300-DCA,Business,03/31/2005,"SPACE PARKING SERVICES, INC.",,235,W 22ND ST,,NEW YORK,NY,10011,2126296602,Manhattan,1
0900438-DCA,Business,03/31/2007,"GINSBERG, LAURENCE T GINSBERG, LIANE AND FESHBACH, HILARY C",HILARY GARDENS GARAGE CO,300,MERCER ST,,NEW YORK,NY,10003,2126773404,Manhattan,1
0976999-DCA,Business,03/31/2005,NEW YORK PARKING E. 24TH ST. CORP.,,200,E 24TH ST,,NEW YORK,NY,10010,2126849001,Manhattan,1
1141817-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,3,UNITED NATIONS PLZ,,NEW YORK,NY,10017,2126296602,Manhattan,1
1030282-DCA,Business,03/31/2005,553 ATLANTIC GARAGE CORP.,,552,STATE ST,,BROOKLYN,NY,11217,7186254600,Brooklyn,3
1113120-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,69,5TH AVE,,NEW YORK,NY,10003,2126296602,Manhattan,1
1000341-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,166,E 61ST ST,,NEW YORK,NY,10065,9733539250,Manhattan,1
0886188-DCA,Business,03/31/2005,WL - 56 PARKING INC.,,1381-89,AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,2122628209,Manhattan,1
1281617-DCA,Business,03/31/2009,QUIK PARK 155TH ST. LLC,,404,W 155TH ST,,NEW YORK,NY,10032,2128322066,Manhattan,1
1218108-DCA,Business,11/25/2019,240 RIVERSIDE PARKING LLC,,240,RIVERSIDE BLVD,,NEW YORK,NY,10069,2126869800,Manhattan,1
2034507-DCA,Business,11/26/2019,QUIK PARK 150 CHARLES STREET GARAGE LLC,,150,CHARLES ST,,NEW YORK,NY,10014,212-832-2066,Manhattan,1
0368144-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,14,W 36TH ST,,NEW YORK,NY,10018,2125649199,Manhattan,1
0734803-DCA,Business,03/31/2005,"THE KATZ PARKING SYSTEM, INC.",,350,GREENWICH ST,,NEW YORK,NY,10013,2128894444,Manhattan,1
1131129-DCA,Business,03/31/2009,CALIBER PARKING LLC,,90,PARK AVE,,NEW YORK,NY,10016,2124903460,Manhattan,1
0948929-DCA,Business,03/31/2007,LARISA PARKING CORP.,,247,E 187TH ST,,BRONX,NY,10458,2125679706,Bronx,2
1186500-DCA,Business,03/31/2007,STANDARD PARKING CORPORATION,,60,E 12TH ST,,NEW YORK,NY,10003,2126549403,Manhattan,1
1208903-DCA,Business,03/31/2007,BANG'S PARKING CORP,,230,E 30TH ST,,NEW YORK,NY,10016,2126834976,Manhattan,1
1216117-DCA,Business,03/31/2007,PAK PARKING CORP.,,1714,HANCOCK ST,,RIDGEWOOD,NY,11385,7184179500,Queens,4
0898933-DCA,Business,03/31/2005,"SHAROM PARK, INC.",,85,DEKALB AVE,,BROOKLYN,NY,11201,7188551110,Brooklyn,3
1151166-DCA,Business,03/31/2007,120 PARKING CORP,,1749,1ST AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1
1141315-DCA,Business,03/31/2009,COMMUNITY PARKING INC.,,1380-1390,DR MARTIN L KING JR BLVD,,BRONX,NY,10452,7185374094,Bronx,2
