DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,License Creation Date,Industry,Detail,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2113448-DCA,Business,2025-03-31,CHAMPION PARKING 52 LLC,,349,W 51ST ST,,NEW YORK,NY,10019,212-308-5959,Manhattan,1,2023-05-17,Garage and Parking Lot,"Vehicle Spaces: 18, Bicycle Spaces: 0",104,03,1090939,1010420054,,,-73.98754222694102,40.76372065718566,"(40.76372065718566, -73.98754222694102)"
2092477-DCA,Business,2025-03-31,221 EAST 36TH STREET GARAGE LLC,,221,E 36TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,2019-11-25,Garage and Parking Lot,"Vehicle Spaces: 64, Bicycle Spaces: 6",106,04,1020204,1009170017,,,-73.97608334246256,40.74655046364937,"(40.74655046364937, -73.97608334246256)"
1102792-DCA,Business,2025-03-31,311 PARKING CORP.,,311,W 50TH ST,,NEW YORK,NY,10019,2125869760,Manhattan,1,2003-09-25,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",104,3,1086093,1010410019,MN15,133,-73.98682768721685,40.76260346752565,"(40.76260346752565, -73.98682768721685)"
1001512-DCA,Business,2025-03-31,650 PARKING CORP.,,650,PARK AVE,,NEW YORK,NY,10065,2124722596,Manhattan,1,1998-12-31,Garage,"Vehicle Spaces: 79, Bicycle Spaces: 8",108,4,1041176,1013810038,MN40,122,-73.96633565860034,40.76767981917207,"(40.76767981917207, -73.96633565860034)"
0980378-DCA,Business,2025-03-31,CENTRAL GARAGE CORP.,,860,5TH AVE,,NEW YORK,NY,10065,2127367171,Manhattan,1,1998-03-10,Parking Lot,"Vehicle Spaces: 96, Bicycle Spaces: 10",108,4,1041243,1013820069,MN40,122,-73.96920487391414,40.769470192525546,"(40.769470192525546, -73.96920487391414)"
2096226-DCA,Business,2025-03-31,BROOK PARK PARKING CORP,,3322,DECATUR AVE,,BRONX,NY,10467,9174705093,Bronx,2,2020-08-19,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",207,11,2117655,2033550090,,,-73.87321032891688,40.87698655588999,"(40.87698655588999, -73.87321032891688)"
2021453-DCA,Business,2025-03-31,GGG PARKING GARAGE CORP.,,920,WESTCHESTER AVE,,BRONX,NY,10459,9175573711,Bronx,2,2015-04-21,Garage and Parking Lot,"Vehicle Spaces: 52, Bicycle Spaces: 10",202,17,2119382,2026977501,,,-73.89762424892399,40.821715944432945,"(40.821715944432945, -73.89762424892399)"
2097061-DCA,Business,2025-03-31,101 PARK GARAGE LLC,,101,PARK AVE,,NEW YORK,NY,10178,6465840409,Manhattan,1,2020-11-30,Garage,"Vehicle Spaces: 124, Bicycle Spaces: 12",105,04,1036144,1012950001,,,-73.97847826157135,40.75100291770248,"(40.75100291770248, -73.97847826157135)"
2052724-DCA,Business,2025-03-31,GMH PARK INC,,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,9172140583,Queens,4,2017-05-10,Garage and Parking Lot,"Vehicle Spaces: 74, Bicycle Spaces: 8",402,26,4001307,4001400010,QN31,25301,-73.91761511080148,40.74303764893263,"(40.74303764893263, -73.91761511080148)"
2034503-DCA,Business,2025-03-31,165 STREET PARKING INC,,8835,165TH ST,,JAMAICA,NY,11432,646 599-4839,Queens,4,2016-03-16,Garage,"Vehicle Spaces: 49, Bicycle Spaces: 0",412,27,,,QN61,460,-73.79665368754408,40.70825690941301,"(40.70825690941301, -73.79665368754408)"
1461276-DCA,Business,2025-03-31,QUIK PARK EAST 102ND STREET GARAGE LLC,,315,E 102ND ST,,NEW YORK,NY,10029,2128322066,Manhattan,1,2013-04-04,Garage,"Vehicle Spaces: 196, Bicycle Spaces: 20",111,08,1088305,1016740010,MN33,164,-73.9437662377238,40.787833852003956,"(40.787833852003956, -73.9437662377238)"
2110465-DCA,Business,2025-03-31,200 CENTRAL PARK SOUTH GARAGE LLC,,922,7TH AVE,,NEW YORK,NY,10019,6465840409,Manhattan,1,2023-01-03,Garage and Parking Lot,"Vehicle Spaces: 198, Bicycle Spaces: 20",105,04,1024918,1010300029,,,-73.97940828468863,40.76641208214083,"(40.76641208214083, -73.97940828468863)"
2109719-DCA,Business,2025-03-31,CHAMPION SCR LLC,,169,E 87TH ST,,NEW YORK,NY,10128,2123085959,Manhattan,1,2022-11-09,Garage and Parking Lot,"Vehicle Spaces: 175, Bicycle Spaces: 17",108,05,1048051,1015160028,,,-73.95437420287168,40.779878810426034,"(40.779878810426034, -73.95437420287168)"
0838371-DCA,Business,2025-03-31,CONVENIENT PARKING LLC,,215,W 95TH ST,,NEW YORK,NY,10025,2126869800,Manhattan,1,2006-05-18,Garage,"Vehicle Spaces: 77, Bicycle Spaces: 8",107,6,1071159,1012430501,MN12,183,-73.97142923182369,40.793629922734425,"(40.793629922734425, -73.97142923182369)"
2103471-DCA,Business,2025-03-31,VICTORIA PARKING LLC,,13338,SANFORD AVE,,FLUSHING,NY,11355,,Queens,4,2022-01-14,Garage,"Vehicle Spaces: 82, Bicycle Spaces: 10",407,20,4115369,4051217501,,,-73.83042301091007,40.75588927406642,"(40.75588927406642, -73.83042301091007)"
2112158-DCA,Business,2025-03-31,H & E PARKING GARAGE CORP,,1962,CROTONA PKWY,,BRONX,NY,10460,7186178548,Bronx,2,2023-04-04,Garage,"Vehicle Spaces: 45, Bicycle Spaces: 0",206,15,2013110,2031210002,,,-73.88524581571758,40.84273703971188,"(40.84273703971188, -73.88524581571758)"
2058614-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMpark,200,W 79TH ST,,NEW YORK,NY,10024,2129378660 X225,Manhattan,1,2017-09-25,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10",107,06,1030909,1011707501,MN12,167,-73.97856533850779,40.7832371706151,"(40.7832371706151, -73.97856533850779)"
2112213-DCA,Business,2025-03-31,125 VERTICAL PARKING GROUP  LLC,,123,BAXTER ST,,NEW YORK,NY,10013,5162051689,Manhattan,1,2023-04-05,Garage and Parking Lot,"Vehicle Spaces: 68, Bicycle Spaces: 7",102,01,1086548,1002067501,,,-73.99891776958178,40.718161201455175,"(40.718161201455175, -73.99891776958178)"
1461192-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,E 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan,1,2013-04-01,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",108,05,1046026,1014730018,,,-73.95199673675279,40.7720443635213,"(40.7720443635213, -73.95199673675279)"
2047939-DCA,Business,2025-03-31,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354,,Queens,4,2017-02-01,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",407,20,4112269,4049727501,QN22,871,-73.83277218732101,40.760440758131494,"(40.760440758131494, -73.83277218732101)"
2054343-DCA,Business,2025-03-31,BELLTEL 365 PARKING LLC,,365,BRIDGE ST,,BROOKLYN,NY,11201,82-1130031,Brooklyn,3,2017-06-13,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 9",302,33,3392184,3020587501,BK38,15,-73.98525488567955,40.692458287870416,"(40.692458287870416, -73.98525488567955)"
2103389-DCA,Business,2025-03-31,"ONE PARKING 703, INC.",,20990,23RD AVE,,BAYSIDE,NY,11360,5618337222,Queens,4,2022-01-10,Garage,"Vehicle Spaces: 702, Bicycle Spaces: 27",407,19,4131229,4058937501,,,-73.78206324421585,40.77901478730395,"(40.77901478730395, -73.78206324421585)"
2113683-DCA,Business,2025-03-31,58TH & 7TH PARKING LLC,,157,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1,2023-05-24,Garage and Parking Lot,"Vehicle Spaces: 63, Bicycle Spaces: 6",105,06,1088565,1010107506,,,-73.97927869870011,40.76520437267967,"(40.76520437267967, -73.97927869870011)"
2045993-DCA,Business,2025-03-31,MKN PARKING CORP,,1355,CROMWELL AVE,,BRONX,NY,10452,6466516335,Bronx,2,2016-11-29,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",204,16,2008641,2028710085,BX26,219,-73.9204083186001,40.83969533225654,"(40.83969533225654, -73.9204083186001)"
2059556-DCA,Business,2025-03-31,IMPERIAL PARKING (US) LLC,,222,W 14TH ST,,NEW YORK,NY,10011,3472733569,Manhattan,1,2017-10-18,Garage,"Vehicle Spaces: 86, Bicycle Spaces: 9",102,03,1067572,1006187501,MN23,77,-74.00055932654452,40.73891430473274,"(40.73891430473274, -74.00055932654452)"
1130760-DCA,Business,2025-03-31,JDS PARKING LLC,,561,10TH AVE,,NEW YORK,NY,10036,2126869800,Manhattan,1,2006-05-15,Garage,"Vehicle Spaces: 71, Bicycle Spaces: 7",104,3,1087341,1010700029,MN13,117,-73.99577308911016,40.75923359820904,"(40.75923359820904, -73.99577308911016)"
1186721-DCA,Business,2025-03-31,NICE PARK LLC,,310,E 11TH ST,,NEW YORK,NY,10003,2129299404,Manhattan,1,2004-12-23,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",103,2,1006438,1004520013,MN22,40,-73.98585631177798,40.730149439001885,"(40.730149439001885, -73.98585631177798)"
1328126-DCA,Business,2025-03-31,M&N GROUP PARKING INC,,3158-60,JEROME AVE,,BRONX,NY,10468,917-470-5093,Bronx,2,2009-08-04,Garage and Parking Lot,"Vehicle Spaces: 120, Bicycle Spaces: 12",207,11,2000000,2033220015,,,-73.88815339448514,40.87607978842104,"(40.87607978842104, -73.88815339448514)"
2030398-DCA,Business,2025-03-31,"YORKVILLE CAR PARK, LLC",,1635,3RD AVE,,NEW YORK,NY,10128,2129966363 X214,Manhattan,1,2015-11-12,Garage,"Vehicle Spaces: 301, Bicycle Spaces: 21",108,05,1086172,1015377501,MN32,154,-73.9513898890611,40.78235883104077,"(40.78235883104077, -73.9513898890611)"
2100283-DCA,Business,2025-03-31,MV GARAGE MANAGEMENT INC,,2239,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,NY,10027,6466602036,Manhattan,1,2021-07-21,Garage and Parking Lot,"Vehicle Spaces: 58, Bicycle Spaces: 7",110,09,1089304,1019167503,,,-73.94524404762177,40.813176630193084,"(40.813176630193084, -73.94524404762177)"
2112423-DCA,Business,2025-03-31,LM DIME PARKING LLC,,277,S 5TH ST,,BROOKLYN,NY,11211,21227143571,Brooklyn,3,2023-04-13,Garage,"Vehicle Spaces: 295, Bicycle Spaces: 21",301,34,3323539,3024477501,,,-73.95787081294736,40.70921929888231,"(40.70921929888231, -73.95787081294736)"
0819247-DCA,Business,2025-03-31,RELIANT PARKING LLC,,225,W 83RD ST,,NEW YORK,NY,10024,2126869800,Manhattan,1,2006-05-17,Garage,"Vehicle Spaces: 107, Bicycle Spaces: 10",107,6,1084303,1012310501,MN12,171,-73.97750993775612,40.78619853703055,"(40.78619853703055, -73.97750993775612)"
1299171-DCA,Business,2025-03-31,FULL HOUSE PARKING LLC,,13511,40TH RD,,FLUSHING,NY,11354,3477320219,Queens,4,2008-09-11,Garage,"Vehicle Spaces: 45, Bicycle Spaces: 0",407,20,4534330,4050360055,QN22,871,-73.83013387081643,40.75886964646665,"(40.75886964646665, -73.83013387081643)"
2051058-DCA,Business,2025-03-31,CL PARKING LLC,,4809,CENTER BLVD,,LONG ISLAND CITY,NY,11109,212-686-9800,Queens,4,2017-04-12,Garage and Parking Lot,"Vehicle Spaces: 527, Bicycle Spaces: 23",402,26,4000019,4000180001,QN31,1,-73.95797104482422,40.744752956981145,"(40.744752956981145, -73.95797104482422)"
2012211-DCA,Business,2025-03-31,DIVINE PARKING GARAGE CORP,,3775,10TH AVE,,NEW YORK,NY,10034,2125442833,Manhattan,1,2014-08-20,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",112,10,1064490,1021990001,MN01,299,-73.92118496942973,40.86135707718311,"(40.86135707718311, -73.92118496942973)"
2090971-DCA,Business,2025-03-31,III IN LOT PARKING INC,,4388,BROADWAY,,NEW YORK,NY,10040,646-964-4640,Manhattan,1,2019-09-27,Garage,"Vehicle Spaces: 24, Bicycle Spaces: 0",112,10,1064038,1021700003,MN35,279,-73.93357386738654,40.85452233501155,"(40.85452233501155, -73.93357386738654)"
1474717-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,101,BEDFORD AVE,,BROOKLYN,NY,11211,2129378660,Brooklyn,3,2013-10-03,Garage,"Vehicle Spaces: 202, Bicycle Spaces: 20",,,,,BK73,517,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2094608-DCA,Business,2025-03-31,422 EAST 72ND STREET GARAGE LLC,,422,E 72ND ST,,NEW YORK,NY,10021,6465840409,Manhattan,1,2020-02-19,Garage and Parking Lot,"Vehicle Spaces: 77, Bicycle Spaces: 8",108,05,1045832,1014667501,,,-73.95531408897544,40.7675031529738,"(40.7675031529738, -73.95531408897544)"
2082016-DCA,Business,2025-03-31,EZY PARKING INC.,,1981,SEDGWICK AVE,,BRONX,NY,10453,7182944264,Bronx,2,2019-02-06,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 9",205,14,2015048,2032300016,BX36,247,-73.91619100658323,40.85670403419975,"(40.85670403419975, -73.91619100658323)"
2082019-DCA,Business,2025-03-31,EZY PARKING INC.,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx,2,2019-02-06,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 6",204,16,2002706,2024540019,BX14,18302,-73.9203611302137,40.827791479822565,"(40.827791479822565, -73.9203611302137)"
2077757-DCA,Business,2025-03-31,ROGAR LLC,,280,BROADWAY,,NEW YORK,NY,10007,2129299404,Manhattan,1,2018-08-31,Garage and Parking Lot,"Vehicle Spaces: 149, Bicycle Spaces: 15",101,01,1079215,1001530001,MN24,31,-74.00608900777661,40.714417192216374,"(40.714417192216374, -74.00608900777661)"
2092451-DCA,Business,2025-03-31,OTTO PARK LLC,,211,MCGUINNESS BLVD,,BROOKLYN,NY,11222,2125755335,Brooklyn,3,2019-11-22,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 9",301,33,3379800,3025767501,,,-73.9509702072562,40.72952504407939,"(40.72952504407939, -73.9509702072562)"
0921085-DCA,Business,2025-03-31,"ABC PARKING, CORP.",,2070,WHITE PLAINS RD,,BRONX,NY,10462,7188025611,Bronx,2,1995-05-23,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10",211,13,2095028,2042870005,BX49,22404,-73.86775519760731,40.85259926294658,"(40.85259926294658, -73.86775519760731)"
2036650-DCA,Business,2025-03-31,IMPARK 1199 PA LLC,,1199,PARK AVE,,NEW YORK,NY,10128,212-937-8660,Manhattan,1,2016-04-27,Garage,"Vehicle Spaces: 74, Bicycle Spaces: 8",108,04,1048412,1015230001,MN40,15801,-73.95342436048222,40.78533770791952,"(40.78533770791952, -73.95342436048222)"
1198215-DCA,Business,2025-03-31,GOLD/PEARL PARKING CORP.,,2,GOLD ST,,NEW YORK,NY,10038,2127367171,Manhattan,1,2005-05-24,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",101,1,1087146,1000690018,MN25,1502,-74.00733632610573,40.70729446089098,"(40.70729446089098, -74.00733632610573)"
2082904-DCA,Business,2025-03-31,ADD PARK INC,,3000,PARK AVE,,BRONX,NY,10451,9174705093,Bronx,2,2019-03-06,Garage,"Vehicle Spaces: 33, Bicycle Spaces: 0",201,17,2115818,2024420034,BX34,65,-73.92204576003935,40.82094456156336,"(40.82094456156336, -73.92204576003935)"
2051515-DCA,Business,2025-03-31,ADD PARK INC,,3213,3RD AVE,,BRONX,NY,10451,9174705093,Bronx,2,2017-04-19,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 6",203,17,2116624,2023677502,BX35,141,-73.90904626352118,40.823509586491795,"(40.823509586491795, -73.90904626352118)"
1233573-DCA,Business,2025-03-31,BREVOORT PARKING LLC,,20,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1,2006-07-19,Garage,"Vehicle Spaces: 134, Bicycle Spaces: 13",102,2,1009223,1005660018,MN23,59,-73.99482944304215,40.73237893253202,"(40.73237893253202, -73.99482944304215)"
2113675-DCA,Business,2025-03-31,SP PLUS CORPORATION,,39,E 29TH ST,,NEW YORK,NY,10016,2123217542,Manhattan,1,2023-05-24,Garage and Parking Lot,"Vehicle Spaces: 30, Bicycle Spaces: 0",105,02,1087770,1008597502,,,-73.98475257860477,40.744430246193104,"(40.744430246193104, -73.98475257860477)"
1469508-DCA,Business,2025-03-31,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,Manhattan,1,2013-07-19,Garage and Parking Lot,"Vehicle Spaces: 90, Bicycle Spaces: 9",104,03,1014560,1007910036,,,-73.99627961925454,40.73814571539752,"(40.73814571539752, -73.99627961925454)"
2107971-DCA,Business,2025-03-31,SOBRO PARKING GARAGE CORP.,,276,GRAND CONCOURSE,,BRONX,NY,10451,7185573711,Bronx,2,2022-08-05,Garage,"Vehicle Spaces: 87, Bicycle Spaces: 10",201,08,2000999,2023410010,,,-73.92929008769013,40.81391176913415,"(40.81391176913415, -73.92929008769013)"
2034103-DCA,Business,2025-03-31,TYOS LLC,,1131,OGDEN AVE,,BRONX,NY,10452,2126652160,Bronx,2,2016-03-08,Garage and Parking Lot,"Vehicle Spaces: 240, Bicycle Spaces: 21",204,16,2088158,2025260090,,,-73.9274955262169,40.83628558491302,"(40.83628558491302, -73.9274955262169)"
1275883-DCA,Business,2025-03-31,CENTURY PARKING CORP.,,2600,NETHERLAND AVE,,BRONX,NY,10463,2127367171,Bronx,2,2008-01-17,Garage,"Vehicle Spaces: 706, Bicycle Spaces: 25",208,11,2083247,2057220475,BX29,29302,-73.91664406885006,40.878826618149866,"(40.878826618149866, -73.91664406885006)"
2114886-DCA,Business,2025-03-31,PRIMA PARKING LLC,,330,E 61ST ST,,NEW YORK,NY,10065,7326084260,Manhattan,1,2023-07-06,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",108,05,1044200,1014350016,,,-73.9621371061817,40.761305224664106,"(40.761305224664106, -73.9621371061817)"
2113661-DCA,Business,2025-03-31,22ND AND SIXTH PARKING LLC,,60,W 23RD ST,AKA 56-76 WEST 23RD STREET,NEW YORK,NY,10010,212-686-9800,Manhattan,1,2023-05-23,Garage,"Vehicle Spaces: 195, Bicycle Spaces: 20",105,03,1086050,1008240011,,,-73.99142923577988,40.74232022359292,"(40.74232022359292, -73.99142923577988)"
2097362-DCA,Business,2025-03-31,PLATINUM PLUS PARKING LLC,,350,E 30TH ST,,NEW YORK,NY,10016,,Manhattan,1,2020-12-30,Garage,"Vehicle Spaces: 68, Bicycle Spaces: 7",106,02,1020634,1009357501,,,-73.97574235303075,40.74143417808686,"(40.74143417808686, -73.97574235303075)"
1377213-DCA,Business,2025-03-31,5TH AVENUE PROPERTY & PARKING LLC,,1325,5TH AVE,,NEW YORK,NY,10026,2124211117,Manhattan,1,2011-02-23,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 5",111,8,1086046,1016170001,MN33,17402,-73.94860847303094,40.79770616396137,"(40.79770616396137, -73.94860847303094)"
2059559-DCA,Business,2025-03-31,IMPERIAL PARKING (US) LLC,,97,CHARLES ST,AKA 100-102 PERRY STREET,NEW YORK,NY,10014,3472733569,Manhattan,1,2017-10-18,Garage,"Vehicle Spaces: 206, Bicycle Spaces: 20",102,03,1011238,1006210027,MN23,73,-74.0053331021168,40.73457747313493,"(40.73457747313493, -74.0053331021168)"
2109500-DCA,Business,2025-03-31,ALPHA PARKING INC,,144,E 17TH ST,,NEW YORK,NY,10003,6466008384,Manhattan,1,2022-10-24,Garage,"Vehicle Spaces: 47, Bicycle Spaces: 0",106,02,1017822,1008720035,,,-73.98687631618029,40.73565004743129,"(40.73565004743129, -73.98687631618029)"
1016447-DCA,Business,2025-03-31,PARADISE GARAGE CORP.,,6260,99TH ST,,REGO PARK,NY,11374,2127367171,Queens,4,1999-08-11,Garage,"Vehicle Spaces: 224, Bicycle Spaces: 20",406,24,4050421,4020860040,QN18,71701,-73.85756012999359,40.733468453882224,"(40.733468453882224, -73.85756012999359)"
2109682-DCA,Business,2025-03-31,ATHENA PARKING INC,,219,E 69TH ST,,NEW YORK,NY,10021,6466008384,Manhattan,1,2022-11-07,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5",108,04,1043906,1014240010,,,-73.96082322207336,40.76731851558099,"(40.76731851558099, -73.96082322207336)"
2019880-DCA,Business,2025-03-31,GMH PARK INC,,1326,SPOFFORD AVE,,BRONX,NY,10474,9172140583,Bronx,2,2015-03-23,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",202,17,,,BX27,117,-73.88520747491044,40.81468874440961,"(40.81468874440961, -73.88520747491044)"
2110380-DCA,Business,2025-03-31,TENG RUI PARKING LOT II INC,,5521,8TH AVE,,BROOKLYN,NY,11220,9176503933,Brooklyn,3,2022-12-28,Garage,"Vehicle Spaces: 154, Bicycle Spaces: 16",312,38,3425096,3056797502,,,-74.0067846543328,40.638145366395065,"(40.638145366395065, -74.0067846543328)"
2087956-DCA,Business,2025-03-31,FLUSHING EZ PARKING INC.,,13203,SANFORD AVE,,FLUSHING,NY,11355,9178152555,Queens,4,2019-07-05,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",407,20,4114205,4050407501,QN22,849,-73.83282244156646,40.754800370534824,"(40.754800370534824, -73.83282244156646)"
2057385-DCA,Business,2025-03-31,PROTO PARKING INC,,250,E 39TH ST,,NEW YORK,NY,10016,6462092694,Manhattan,1,2017-08-23,Garage,"Vehicle Spaces: 35, Bicycle Spaces: 0",106,04,1020359,1009190034,MN20,78,-73.97441894985758,40.74826008452696,"(40.74826008452696, -73.97441894985758)"
1431627-DCA,Business,2025-03-31,AD PARKING INC.,,1140,TIFFANY ST,,BRONX,NY,10459,7189939003,Bronx,2,2012-05-25,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",202,17,2117646,2027180017,BX35,125,-73.89494610087091,40.826848903146555,"(40.826848903146555, -73.89494610087091)"
2082736-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,17,E 54TH ST,,NEW YORK,NY,10022,9145255897,Manhattan,1,2019-03-01,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",105,04,1081153,1012900006,MN17,102,-73.97448276692938,40.76067458494577,"(40.76067458494577, -73.97448276692938)"
2110270-DCA,Business,2025-03-31,3050 MP PARKING INC,,3050,CORLEAR AVE,,BRONX,NY,10463,7185817841,Bronx,2,2022-12-15,Garage,"Vehicle Spaces: 83, Bicycle Spaces: 8",208,11,2122918,2057097501,,,-73.90831487186115,40.87969311358743,"(40.87969311358743, -73.90831487186115)"
0367613-DCA,Business,2025-03-31,THE BERGER'S PARKING CORPORATION,196 GARAGE,196,E 75TH ST,,NEW YORK,NY,10021,2125358291,Manhattan,1,1997-03-25,Garage,"Vehicle Spaces: 27, Bicycle Spaces:",108,4,1043090,1014090040,MN40,128,-73.9594775321567,40.77181118970066,"(40.77181118970066, -73.9594775321567)"
1182190-DCA,Business,2025-03-31,MANHATTAN PARKING EAST 48TH STREET CORP.,,141,E 48TH ST,,NEW YORK,NY,10017,2124903460,Manhattan,1,2004-10-07,Garage,"Vehicle Spaces: 46, Bicycle Spaces:",106,04,1036233,1013037501,,,-73.97283901234444,40.75506944048477,"(40.75506944048477, -73.97283901234444)"
2016568-DCA,Business,2025-03-31,515 NINTH AVENUE PARKING INC,,511,9TH AVE,,NEW YORK,NY,10018,212-736-7171,Manhattan,1,2014-12-17,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",104,03,1012987,1007367501,MN15,115,-73.99431866125,40.756129229479534,"(40.756129229479534, -73.99431866125)"
1343881-DCA,Business,2025-03-31,SEAPORT PARKING LLC,,80,BEEKMAN ST,,NEW YORK,NY,10038,2126869800,Manhattan,1,2010-01-28,Garage,"Vehicle Spaces: 661, Bicycle Spaces: 24",101,1,1083347,1000940001,MN25,1501,-74.00392793850338,40.70869445703706,"(40.70869445703706, -74.00392793850338)"
2002574-DCA,Business,2025-03-31,"CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,,FLUSHING,NY,11355,,Queens,4,2014-01-14,Garage and Parking Lot,"Vehicle Spaces: 298, Bicycle Spaces: 29",407,20,4592106,4051357502,QN22,853,-73.82790004041064,40.754469240916194,"(40.754469240916194, -73.82790004041064)"
2101209-DCA,Business,2025-03-31,69 EAST 80TH STREET PARKING CORP.,,69,E 80TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1,2021-08-30,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",108,04,1046627,1014920036,,,-73.95970593346183,40.77620834051457,"(40.77620834051457, -73.95970593346183)"
2110467-DCA,Business,2025-03-31,THOMSON AVENUE GARAGE LLC,,2728,THOMSON AVE,,LONG ISLAND CITY,NY,11101,646-584-0409,Queens,4,2023-01-03,Garage and Parking Lot,"Vehicle Spaces: 200, Bicycle Spaces: 20",402,26,4000697,4000827501,,,-73.94202938810588,40.74619526443481,"(40.74619526443481, -73.94202938810588)"
2105515-DCA,Business,2025-03-31,MP 59 PARKING LLC,,124,W 60TH ST,,NEW YORK,NY,10023,2124903460,Manhattan,1,2022-04-25,Garage,"Vehicle Spaces: 125, Bicycle Spaces: 13",107,03,1028827,1011317502,,,-73.98523044573439,40.77023090945557,"(40.77023090945557, -73.98523044573439)"
2096250-DCA,Business,2025-03-31,MP 2909 LLC,,2740,HOYT AVE S,,ASTORIA,NY,11102,2124903460,Queens,4,2020-08-21,Garage and Parking Lot,"Vehicle Spaces: 100, Bicycle Spaces: 10",401,22,4537921,4008390001,,,-73.91979982147384,40.77185627760377,"(40.77185627760377, -73.91979982147384)"
2045376-DCA,Business,2025-03-31,CHELSEA 29 PARKING LLC,,525,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1,2016-11-07,Garage,"Vehicle Spaces: 143, Bicycle Spaces: 14",104,03,1089395,1007000009,MN13,99,-74.00306784659186,40.75133700185481,"(40.75133700185481, -74.00306784659186)"
2106166-DCA,Business,2025-03-31,REALPRO PARKING LLC,,330,E 39TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,2022-05-19,Garage,"Vehicle Spaces: 208, Bicycle Spaces: 20",106,04,1021923,1009440010,,,-73.97235853623522,40.74738677841604,"(40.74738677841604, -73.97235853623522)"
0429461-DCA,Business,2025-03-31,1056 5TH AVE. PARKING LLC,,1056,5TH AVE,,NEW YORK,NY,10028,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 5",108,4,1046861,1014980069,MN40,15002,-73.95998762500565,40.78210687661083,"(40.78210687661083, -73.95998762500565)"
2083029-DCA,Business,2025-03-31,35 PARK AVENUE GARAGE LLC,,35,PARK AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1,2019-03-11,Garage,"Vehicle Spaces: 47, Bicycle Spaces: 0",106,04,1018885,1008910003,MN20,80,-73.98050023719544,40.74821461387969,"(40.74821461387969, -73.98050023719544)"
2097974-DCA,Business,2025-03-31,MP BROADWAY 11 LLC,,11,BROADWAY,,BROOKLYN,NY,11249,2124903460,Brooklyn,3,2021-03-09,Garage and Parking Lot,"Vehicle Spaces: 144, Bicycle Spaces: 14",301,33,3397615,3024687501,,,-73.96839153290658,40.71081463099152,"(40.71081463099152, -73.96839153290658)"
